iteracion,675,911,1229,1658,2239,3023,4081
1,0.017506019,0.054361659,0.180447027,0.575277668,1.416656085,3.8661561,8.20098417
2,0.014190105,0.056235067,0.292051733,0.556827707,1.684970976,4.040427966,8.101161659
3,0.013711461,0.062487968,0.255628962,0.494203666,1.37492547,3.816055722,8.261831692
4,0.015247703,0.061984808,0.179153232,0.623379692,1.397623721,4.310855365,9.107170916
5,0.013169577,0.05530493,0.217286423,0.624263249,1.376077838,3.681378262,9.125132116
6,0.012560767,0.045944198,0.198366665,0.529290717,1.710386671,4.134905566,9.12526044
7,0.012451661,0.052265749,0.195094233,0.484774841,1.446479723,4.027023864,8.57580774
8,0.012265109,0.045158484,0.185189965,0.486175244,1.251468592,4.094040444,8.250961362
9,0.014056262,0.048861879,0.201332857,0.570979501,1.291809513,3.96263577,8.49351247
10,0.018009981,0.056069725,0.179259392,0.556864927,1.411904744,4.137598838,8.908829562
