iteracion,675,911,1229,1658,2239,3023,4081
1,0.009294256,0.021389845,0.105714077,0.176118296,0.500601898,1.822825395,4.488975179
2,0.00811549,0.022639556,0.078140323,0.169509754,0.453530032,1.847163323,4.40220026
3,0.010489325,0.025745853,0.06990728,0.18540124,0.486273655,1.756864237,4.973659763
4,0.007365603,0.025715567,0.072357308,0.245867061,0.507565132,2.03024751,4.899975633
5,0.007670419,0.020155524,0.10801301,0.267538675,0.519387461,1.751571853,5.558384843
6,0.007405219,0.021184957,0.099850381,0.265042089,0.458984561,1.885195631,5.244457623
7,0.00777153,0.020665417,0.074673103,0.208498947,0.45046819,1.892803352,5.712244624
8,0.008784715,0.020147077,0.085784321,0.188298012,0.457348569,1.753316745,4.762014745
9,0.007816976,0.020219945,0.108850531,0.243950131,0.456070987,1.974103939,4.126494192
10,0.007227353,0.023164628,0.078323889,0.257256284,0.52468425,1.840902947,5.461679426
