N,num_procesos,pi_est,real_time
400000,8,3.139940000,0.001593139
600000,8,3.140106667,0.001805088
900000,8,3.143995556,0.003528012
1350000,8,3.141768889,0.003413466
2025000,8,3.141438025,0.007159278
3037500,8,3.141752285,0.006777209
4556250,8,3.140860638,0.010512540
6834375,8,3.141754731,0.023684287
10251562,8,3.141700970,0.021485468
15377343,8,3.142121106,0.044255533
23066015,8,3.141520631,0.052256165
34599022,8,3.141520441,0.106254359
51898533,8,3.141628911,0.110342595
77847800,8,3.141464807,0.176760190
116771700,8,3.141802274,0.256523499
400000,8,3.146030000,0.001360110
600000,8,3.142446667,0.001590714
900000,8,3.141088889,0.007650011
1350000,8,3.143214815,0.003330730
2025000,8,3.141483457,0.004449948
3037500,8,3.142900600,0.007352351
4556250,8,3.140586728,0.015259808
6834375,8,3.141606071,0.016382411
10251562,8,3.141860166,0.027663578
15377343,8,3.141568344,0.042691840
23066015,8,3.141589823,0.053638377
34599022,8,3.141712007,0.079608127
51898533,8,3.141576886,0.111120139
77847800,8,3.141131593,0.157105530
116771700,8,3.141679710,0.238544632
400000,8,3.142090000,0.001347657
600000,8,3.141446667,0.001564816
900000,8,3.140395556,0.003231744
1350000,8,3.140337778,0.004832898
2025000,8,3.143170370,0.004646387
3037500,8,3.142173685,0.006483415
4556250,8,3.140673642,0.019446098
6834375,8,3.141726053,0.015197981
10251562,8,3.141149249,0.029715150
15377343,8,3.141542592,0.042917274
23066015,8,3.141549244,0.062238407
34599022,8,3.141438242,0.081869133
51898533,8,3.142102759,0.117602202
77847800,8,3.141601998,0.167364432
116771700,8,3.141511895,0.244174361
400000,8,3.140420000,0.001345773
600000,8,3.140140000,0.001674392
900000,8,3.140724444,0.003570361
1350000,8,3.137626667,0.005537415
2025000,8,3.139308642,0.004583649
3037500,8,3.143145538,0.007113361
4556250,8,3.140643793,0.015458611
6834375,8,3.141302312,0.020614147
10251562,8,3.140583092,0.029908234
15377343,8,3.141358685,0.047333828
23066015,8,3.141357273,0.062346019
34599022,8,3.141159853,0.079192464
51898533,8,3.141572416,0.109867731
77847800,8,3.142153279,0.157712512
116771700,8,3.141478120,0.255142148
400000,8,3.141950000,0.001345333
600000,8,3.139966667,0.001663462
900000,8,3.144760000,0.003269705
1350000,8,3.139863704,0.004064041
2025000,8,3.142030617,0.004495273
3037500,8,3.141014836,0.006681579
4556250,8,3.141978224,0.013289128
6834375,8,3.141585001,0.022525005
10251562,8,3.141689655,0.032583591
15377343,8,3.141459613,0.040403532
23066015,8,3.141785263,0.072709269
34599022,8,3.141290145,0.082536769
51898533,8,3.141654345,0.106401817
77847800,8,3.141406745,0.165515933
116771700,8,3.141496412,0.251466128
400000,8,3.140330000,0.001254211
600000,8,3.137926667,0.001605493
900000,8,3.142302222,0.003299532
1350000,8,3.141623704,0.003812848
2025000,8,3.140339753,0.005056570
3037500,8,3.140265535,0.006617879
4556250,8,3.140015205,0.014789202
6834375,8,3.141844279,0.016239652
10251562,8,3.141645954,0.029507279
15377343,8,3.142344292,0.045561642
23066015,8,3.141630576,0.059058461
34599022,8,3.141827039,0.075848008
51898533,8,3.141908996,0.112499065
77847800,8,3.141454068,0.171355555
116771700,8,3.141426326,0.228125287
400000,8,3.138280000,0.001565959
600000,8,3.140540000,0.001961613
900000,8,3.138760000,0.003615366
1350000,8,3.142165926,0.006944724
2025000,8,3.141538765,0.004704577
3037500,8,3.141216318,0.007868032
4556250,8,3.140831667,0.016273576
6834375,8,3.140149901,0.015912546
10251562,8,3.141561675,0.031645744
15377343,8,3.141770200,0.059392399
23066015,8,3.142046599,0.059711069
34599022,8,3.141793628,0.086638401
51898533,8,3.141402238,0.117839168
77847800,8,3.141475135,0.172415290
116771700,8,3.141474078,0.230062154
400000,8,3.140670000,0.001421276
600000,8,3.142480000,0.001838872
900000,8,3.144288889,0.003124733
1350000,8,3.140370370,0.006830178
2025000,8,3.142733827,0.004822869
3037500,8,3.142300105,0.008168227
4556250,8,3.141657785,0.015109073
6834375,8,3.140967534,0.016017474
10251562,8,3.141278791,0.027903450
15377343,8,3.142112262,0.043188365
23066015,8,3.141429414,0.064055207
34599022,8,3.142175026,0.086752405
51898533,8,3.141666060,0.118517926
77847800,8,3.141677581,0.161079230
116771700,8,3.141631890,0.249257209
400000,8,3.143060000,0.001445151
600000,8,3.137866667,0.001787475
900000,8,3.139893333,0.003556556
1350000,8,3.142542222,0.003409980
2025000,8,3.142093827,0.004500212
3037500,8,3.141412532,0.012193455
4556250,8,3.141295206,0.010212205
6834375,8,3.142359323,0.019500661
10251562,8,3.141520315,0.024928830
15377343,8,3.141671613,0.045026915
23066015,8,3.142064808,0.057574587
34599022,8,3.141429456,0.086528113
51898533,8,3.141451180,0.114328319
77847800,8,3.141087969,0.176315032
116771700,8,3.141421120,0.255714134
