size,threads,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,algorithm
2239,12,0.316621450,3.556227000,0.001895000,3.558122000,22443742717,70.885099,15.833169,58,openmp
2239,12,0.316480745,3.632737000,0.002818000,3.635555000,22443742717,70.916614,15.840209,59,openmp
2239,12,0.314683943,3.631978000,0.005768000,3.637746000,22443742717,71.321538,15.930654,59,openmp
2239,12,0.304341428,3.477946000,0.006012000,3.483958000,22443742717,73.745276,16.472030,59,openmp
2239,12,0.315874531,3.598687000,0.003922000,3.602609000,22443742717,71.052714,15.870608,59,openmp
3023,2,2.799989419,5.594882000,0.004072000,5.598954000,55242407805,19.729506,3.263773,106,openmp
3023,2,2.870580098,5.737682000,0.001849000,5.739531000,55242407805,19.244336,3.183513,106,openmp
3023,2,2.763988425,5.524837000,0.001874000,5.526711000,55242407805,19.986483,3.306283,106,openmp
3023,2,2.836918059,5.671241000,0.001027000,5.672268000,55242407805,19.472684,3.221288,106,openmp
3023,2,2.779358901,5.552839000,0.005057000,5.557896000,55242407805,19.875953,3.287999,106,openmp
3023,2,2.823192556,5.645622000,0.000000000,5.645622000,55242407805,19.567354,3.236949,106,openmp
3023,2,2.810518705,5.619233000,0.001054000,5.620287000,55242407805,19.655592,3.251545,106,openmp
3023,2,2.774951554,5.543796000,0.005020000,5.548816000,55242407805,19.907522,3.293221,106,openmp
3023,2,2.810917847,5.614755000,0.005913000,5.620668000,55242407805,19.652801,3.251084,106,openmp
3023,2,2.788579881,5.569620000,0.006207000,5.575827000,55242407805,19.810230,3.277126,106,openmp
3023,4,1.636270927,6.537056000,0.004937000,6.541993000,55242407805,33.761162,5.584973,106,openmp
3023,4,1.564741341,6.254413000,0.003137000,6.257550000,55242407805,35.304498,5.840281,106,openmp
3023,4,1.560137962,6.236873000,0.000877000,6.237750000,55242407805,35.408668,5.857513,106,openmp
3023,4,1.660241043,6.631726000,0.007899000,6.639625000,55242407805,33.273727,5.504339,106,openmp
3023,4,1.585460170,6.334792000,0.003935000,6.338727000,55242407805,34.843138,5.763960,106,openmp
3023,4,1.578266982,6.304626000,0.004922000,6.309548000,55242407805,35.001941,5.790230,106,openmp
3023,4,1.593041424,6.366473000,0.004018000,6.370491000,55242407805,34.677320,5.736529,106,openmp
3023,4,1.578705762,6.306062000,0.005954000,6.312016000,55242407805,34.992213,5.788621,106,openmp
3023,4,1.632579630,6.521072000,0.006053000,6.527125000,55242407805,33.837497,5.597601,106,openmp
3023,4,1.626435552,6.499114000,0.003038000,6.502152000,55242407805,33.965322,5.618746,106,openmp
3023,8,0.843261049,6.732522000,0.005003000,6.737525000,55242407805,65.510446,10.837129,106,openmp
3023,8,0.905622981,7.188442000,0.004096000,7.192538000,55242407805,60.999344,10.090876,106,openmp
3023,8,0.874092366,6.981403000,0.004022000,6.985425000,55242407805,63.199737,10.454878,106,openmp
3023,8,1.006723175,7.703965000,0.006140000,7.710105000,55242407805,54.873484,9.077499,106,openmp
3023,8,0.879507910,7.003740000,0.006086000,7.009826000,55242407805,62.810587,10.390502,106,openmp
3023,8,0.891466657,7.116758000,0.006954000,7.123712000,55242407805,61.968002,10.251117,106,openmp
3023,8,0.872749602,6.975939000,0.003981000,6.979920000,55242407805,63.296973,10.470963,106,openmp
3023,8,0.896013252,7.156009000,0.005044000,7.161053000,55242407805,61.653561,10.199100,106,openmp
3023,8,0.958162081,7.422017000,0.008027000,7.430044000,55242407805,57.654554,9.537561,106,openmp
3023,8,0.952668139,7.444387000,0.002831000,7.447218000,55242407805,57.987042,9.592563,106,openmp
3023,12,0.930138317,10.933688000,0.017989000,10.951677000,55242407805,59.391605,9.824914,106,openmp
3023,12,0.928643084,10.940851000,0.007912000,10.948763000,55242407805,59.487233,9.840733,106,openmp
3023,12,1.124521618,11.883785000,0.010921000,11.894706000,55242407805,49.125252,8.126593,106,openmp
3023,12,0.916294934,10.759220000,0.010045000,10.769265000,55242407805,60.288894,9.973349,106,openmp
3023,12,0.895184451,10.563047000,0.013015000,10.576062000,55242407805,61.710643,10.208543,106,openmp
3023,12,0.902635969,10.624973000,0.010751000,10.635724000,55242407805,61.201204,10.124269,106,openmp
3023,12,0.978181188,11.026798000,0.010621000,11.037419000,55242407805,56.474617,9.342368,106,openmp
3023,12,0.967273437,11.164514000,0.009946000,11.174460000,55242407805,57.111470,9.447720,106,openmp
3023,12,0.934744136,10.991317000,0.011935000,11.003252000,55242407805,59.098962,9.776503,106,openmp
3023,12,0.941342664,11.041295000,0.010891000,11.052186000,55242407805,58.684696,9.707973,106,openmp
4081,2,6.879993963,13.747571000,0.011038000,13.758609000,135917872321,19.755522,2.420723,192,openmp
4081,2,6.887567721,13.758281000,0.014957000,13.773238000,135917872321,19.733798,2.418061,192,openmp
4081,2,6.902023191,13.780681000,0.021004000,13.801685000,135917872321,19.692468,2.412997,192,openmp
4081,2,6.986748816,13.961954000,0.009884000,13.971838000,135917872321,19.453665,2.383735,192,openmp
4081,2,6.917134367,13.819502000,0.013242000,13.832744000,135917872321,19.649448,2.407726,192,openmp
4081,2,6.960776800,13.898623000,0.020840000,13.919463000,135917872321,19.526251,2.392630,192,openmp
4081,2,6.938202619,13.865132000,0.008896000,13.874028000,135917872321,19.589781,2.400414,192,openmp
4081,2,6.956231946,13.900268000,0.010949000,13.911217000,135917872321,19.539008,2.394193,192,openmp
4081,2,6.948601588,13.883379000,0.011983000,13.895362000,135917872321,19.560464,2.396822,192,openmp
4081,2,6.944549976,13.871613000,0.016064000,13.887677000,135917872321,19.571876,2.398220,192,openmp
4081,4,4.455992763,17.796927000,0.021758000,17.818685000,135917872321,30.502265,3.737565,192,openmp
4081,4,3.994682509,15.951214000,0.023777000,15.974991000,135917872321,34.024700,4.169183,192,openmp
4081,4,4.086529478,16.328669000,0.015042000,16.343711000,135917872321,33.259976,4.075478,192,openmp
4081,4,4.124473471,16.478017000,0.018040000,16.496057000,135917872321,32.953994,4.037985,192,openmp
4081,4,4.171308790,16.671769000,0.010891000,16.682660000,135917872321,32.583987,3.992646,192,openmp
4081,4,4.254437198,17.007944000,0.007876000,17.015820000,135917872321,31.947321,3.914633,192,openmp
4081,4,4.000573521,15.989452000,0.010845000,16.000297000,135917872321,33.974597,4.163043,192,openmp
4081,4,4.040748085,16.138652000,0.020139000,16.158791000,135917872321,33.636809,4.121653,192,openmp
4081,4,3.966710300,15.850758000,0.013861000,15.864619000,135917872321,34.264633,4.198583,192,openmp
4081,4,4.032608810,16.117293000,0.011088000,16.128381000,135917872321,33.704701,4.129972,192,openmp
4081,8,2.231540825,17.823269000,0.023877000,17.847146000,135917872321,60.907634,7.463256,192,openmp
4081,8,2.197061230,17.553429000,0.015034000,17.568463000,135917872321,61.863489,7.580381,192,openmp
4081,8,2.329957445,18.522270000,0.019204000,18.541474000,135917872321,58.334916,7.148011,192,openmp
4081,8,2.525758123,19.697725000,0.012071000,19.709796000,135917872321,53.812703,6.593886,192,openmp
4081,8,2.715658410,20.958520000,0.011995000,20.970515000,135917872321,50.049694,6.132789,192,openmp
4081,8,2.725951456,20.901731000,0.020175000,20.921906000,135917872321,49.860709,6.109632,192,openmp
4081,8,2.634160870,20.144183000,0.028064000,20.172247000,135917872321,51.598167,6.322530,192,openmp
4081,8,2.627844246,20.121230000,0.027971000,20.149201000,135917872321,51.722195,6.337728,192,openmp
4081,8,2.327244235,18.588013000,0.019842000,18.607855000,135917872321,58.402926,7.156344,192,openmp
4081,8,2.336408429,18.666856000,0.015914000,18.682770000,135917872321,58.173850,7.128275,192,openmp
4081,12,2.885998441,33.480609000,0.048930000,33.529539000,135917872321,47.095615,5.770814,192,openmp
4081,12,3.260612415,36.765829000,0.046883000,36.812712000,135917872321,41.684768,5.107802,192,openmp
4081,12,2.518488879,29.815402000,0.038928000,29.854330000,135917872321,53.968026,6.612918,192,openmp
4081,12,2.980597290,34.391107000,0.040884000,34.431991000,135917872321,45.600884,5.587659,192,openmp
4081,12,2.516025443,29.681466000,0.029839000,29.711305000,135917872321,54.020866,6.619393,192,openmp
4081,12,2.761846779,31.949815000,0.044987000,31.994802000,135917872321,49.212677,6.030226,192,openmp
4081,12,2.826871517,32.663971000,0.028857000,32.692828000,135917872321,48.080669,5.891517,192,openmp
