N,num_procesos,pi_est,real_time
100000,4,3.124218945,0.001163216
200000,4,3.121878122,0.001943540
300000,4,3.125162769,0.003163733
100000,4,3.124218945,0.001505983
200000,4,3.121878122,0.002234288
300000,4,3.125162769,0.004157158
100000,4,3.124218945,0.001596505
200000,4,3.121878122,0.001981020
300000,4,3.125162769,0.003392686
10000,4,3.201024328,0.000646190
10000,4,3.182686187,0.003361791
100000,4,3.135582591,0.001259265
100000,4,3.130674347,0.001258866
100000,4,3.144357451,0.001334869
1000000,4,3.141285603,0.009915274
1000000,4,3.132066726,0.007923146
1000000,4,3.137747098,0.007453539
100000,4,3.144950782,0.001321042
100000,4,3.143863179,0.001328315
100000,4,3.126563282,0.001983190
1000000,4,3.208315955,0.003817419
1000000,4,3.196716333,0.003763677
1000000,4,3.200450623,0.004105362
1000000,4,3.205837188,0.003809223
1000000,4,3.134619363,0.008052064
1000000,4,3.151740549,0.007259569
100000,4,3.190403267,0.000901650
100000,4,3.194071803,0.001413817
100000,4,3.168768617,0.001098732
1000000,4,3.141956748,0.006450534
100000,4,3.134108503,0.001225070
100000,4,3.138731952,0.001418936
200000,4,3.136320156,0.002006043
300000,4,3.136992461,0.002824346
100000,4,3.138731952,0.001782331
200000,4,3.136320156,0.002082577
300000,4,3.136992461,0.002910900
100000,4,3.138731952,0.001489368
200000,4,3.136320156,0.004996001
300000,4,3.136992461,0.003115084
