,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700
iter1,0.003602982,0.00511694,0.010051966,0.011718988,0.029110909,0.028974056,0.044188023,0.066752911,0.098129034,0.143997192,0.217942953,0.324213028,0.48882699,0.733305931,1.097475052
iter2,0.00415802,0.007806063,0.010950089,0.01277113,0.019876003,0.031657219,0.042527199,0.066894054,0.100759029,0.145389795,0.216846943,0.32516408,0.490343809,0.727598906,1.09663105
iter3,0.003999949,0.010658979,0.008145809,0.01296401,0.020441771,0.034198999,0.046886921,0.069854021,0.099464893,0.14873004,0.220522165,0.325608969,0.498246908,0.735647917,1.101760864
iter4,0.004067183,0.008664846,0.008727074,0.017060041,0.018674135,0.029172897,0.045716047,0.066665888,0.104743004,0.147618055,0.2201159,0.32565403,0.489998102,0.736556053,1.101981163
iter5,0.00433898,0.006526947,0.010460854,0.01205802,0.021430016,0.033865929,0.04955411,0.068035126,0.098675966,0.149565935,0.218575954,0.324970007,0.491038084,0.737001181,1.105859041
iter6,0.003898859,0.013535976,0.01343298,0.012562037,0.02156806,0.033820868,0.046566963,0.068677902,0.100506067,0.150860071,0.219718218,0.326531172,0.492683172,0.736296177,1.098258972
iter7,0.003879786,0.007113934,0.010678053,0.012420177,0.021661043,0.029486895,0.046285868,0.066579103,0.100317955,0.149164915,0.221961975,0.331053972,0.494995832,0.735886097,1.116415977
iter8,0.004099846,0.008814096,0.008205891,0.013100147,0.023073912,0.030816078,0.047626019,0.065834999,0.098839998,0.148441076,0.225300074,0.329550028,0.491113901,0.734043121,1.103363037
iter9,0.004049778,0.008970022,0.008457184,0.013177872,0.021097898,0.031010151,0.047049999,0.07133317,0.099058151,0.149369955,0.220798016,0.330717802,0.494704008,0.736165047,1.104686975
iter10,0.003949881,0.012288094,0.008090019,0.012609005,0.021707058,0.031257153,0.050621033,0.06508708,0.102159977,0.147297144,0.218038797,0.33012104,0.495381117,0.739518881,1.111850977
