size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_processes,algorithm
500,1,0.824897529,0.814864000,0.003016000,0.817880000,249750000,0.302765,0.303068,2,1,lineal
