modo,algoritmo,tamaño,workers,iteracion,tiempo
Procesos,Needles,3037500,12,9,0.0162
Procesos,Needles,4556250,12,9,0.0222
Procesos,Needles,6834375,12,9,0.0375
Procesos,Needles,10251562,12,9,0.0358
Procesos,Needles,15377343,12,9,0.0666
Procesos,Needles,23066015,12,9,0.0854
Procesos,Needles,34599022,12,9,0.1178
Procesos,Needles,51898533,12,9,0.1632
Procesos,Needles,77847800,12,9,0.2258
Procesos,Needles,116771700,12,9,0.3370
Procesos,Needles,400000,12,10,0.0041
Procesos,Needles,600000,12,10,0.0052
Procesos,Needles,900000,12,10,0.0088
Procesos,Needles,1350000,12,10,0.0075
Procesos,Needles,2025000,12,10,0.0110
Procesos,Needles,3037500,12,10,0.0236
Procesos,Needles,4556250,12,10,0.0172
Procesos,Needles,6834375,12,10,0.0406
Procesos,Needles,10251562,12,10,0.0395
Procesos,Needles,15377343,12,10,0.0868
Procesos,Needles,23066015,12,10,0.0962
Procesos,Needles,34599022,12,10,0.1168
Procesos,Needles,51898533,12,10,0.1594
Procesos,Needles,77847800,12,10,0.2281
Procesos,Needles,116771700,12,10,0.3251
