modo,algoritmo,tamaño,workers,iteracion,tiempo
Hilos,Dartboard,175157550,4,10,0.4745
Hilos,Dartboard,262736325,4,10,0.7124
Hilos,Dartboard,394104487,4,10,1.0706
Hilos,Dartboard,591156730,4,10,1.5939
Hilos,Dartboard,886735095,4,10,2.3866
Hilos,Dartboard,1330102642,4,10,3.5832
Hilos,Dartboard,175157550,8,1,0.2873
Hilos,Dartboard,262736325,8,1,0.4430
Hilos,Dartboard,394104487,8,1,0.6432
Hilos,Dartboard,591156730,8,1,0.9803
Hilos,Dartboard,886735095,8,1,1.4480
Hilos,Dartboard,1330102642,8,1,2.2396
Hilos,Dartboard,175157550,8,2,0.2801
Hilos,Dartboard,262736325,8,2,0.4390
Hilos,Dartboard,394104487,8,2,0.6569
Hilos,Dartboard,591156730,8,2,0.9659
Hilos,Dartboard,886735095,8,2,1.4119
Hilos,Dartboard,1330102642,8,2,2.1901
Hilos,Dartboard,175157550,8,3,0.3008
Hilos,Dartboard,262736325,8,3,0.4464
Hilos,Dartboard,394104487,8,3,0.6476
Hilos,Dartboard,591156730,8,3,1.0120
Hilos,Dartboard,886735095,8,3,1.4894
Hilos,Dartboard,1330102642,8,3,2.2945
Hilos,Dartboard,175157550,8,4,0.3003
Hilos,Dartboard,262736325,8,4,0.4323
Hilos,Dartboard,394104487,8,4,0.6460
Hilos,Dartboard,591156730,8,4,0.9636
Hilos,Dartboard,886735095,8,4,1.4587
Hilos,Dartboard,1330102642,8,4,2.2533
Hilos,Dartboard,175157550,8,5,0.2963
Hilos,Dartboard,262736325,8,5,0.4345
Hilos,Dartboard,394104487,8,5,0.6815
Hilos,Dartboard,591156730,8,5,0.9996
Hilos,Dartboard,886735095,8,5,1.4850
Hilos,Dartboard,1330102642,8,5,2.2550
Hilos,Dartboard,175157550,8,6,0.2882
Hilos,Dartboard,262736325,8,6,0.4348
Hilos,Dartboard,394104487,8,6,0.6515
Hilos,Dartboard,591156730,8,6,0.9760
Hilos,Dartboard,886735095,8,6,1.4653
Hilos,Dartboard,1330102642,8,6,2.1988
Hilos,Dartboard,175157550,8,7,0.2910
Hilos,Dartboard,262736325,8,7,0.4501
Hilos,Dartboard,394104487,8,7,0.6681
Hilos,Dartboard,591156730,8,7,0.9680
Hilos,Dartboard,886735095,8,7,1.4646
Hilos,Dartboard,1330102642,8,7,2.1433
Hilos,Dartboard,175157550,8,8,0.2926
Hilos,Dartboard,262736325,8,8,0.4478
Hilos,Dartboard,394104487,8,8,0.6741
Hilos,Dartboard,591156730,8,8,1.0093
Hilos,Dartboard,886735095,8,8,1.5372
Hilos,Dartboard,1330102642,8,8,2.2314
Hilos,Dartboard,175157550,8,9,0.2897
Hilos,Dartboard,262736325,8,9,0.4678
Hilos,Dartboard,394104487,8,9,0.6605
Hilos,Dartboard,591156730,8,9,1.0024
Hilos,Dartboard,886735095,8,9,1.4534
Hilos,Dartboard,1330102642,8,9,2.2616
Hilos,Dartboard,175157550,8,10,0.2911
Hilos,Dartboard,262736325,8,10,0.4513
Hilos,Dartboard,394104487,8,10,0.6540
Hilos,Dartboard,591156730,8,10,1.0050
Hilos,Dartboard,886735095,8,10,1.4642
Hilos,Dartboard,1330102642,8,10,2.1980
Hilos,Dartboard,175157550,12,1,0.2455
Hilos,Dartboard,262736325,12,1,0.3384
Hilos,Dartboard,394104487,12,1,0.4978
Hilos,Dartboard,591156730,12,1,0.7343
Hilos,Dartboard,886735095,12,1,1.1353
Hilos,Dartboard,1330102642,12,1,1.6242
Hilos,Dartboard,175157550,12,2,0.2564
Hilos,Dartboard,262736325,12,2,0.3578
Hilos,Dartboard,394104487,12,2,0.5452
Hilos,Dartboard,591156730,12,2,0.7630
Hilos,Dartboard,886735095,12,2,1.1266
Hilos,Dartboard,1330102642,12,2,1.6453
Hilos,Dartboard,175157550,12,3,0.2545
Hilos,Dartboard,262736325,12,3,0.3573
Hilos,Dartboard,394104487,12,3,0.5144
Hilos,Dartboard,591156730,12,3,0.7760
Hilos,Dartboard,886735095,12,3,1.1163
Hilos,Dartboard,1330102642,12,3,1.6661
Hilos,Dartboard,175157550,12,4,0.2495
Hilos,Dartboard,262736325,12,4,0.3592
Hilos,Dartboard,394104487,12,4,0.5203
Hilos,Dartboard,591156730,12,4,0.7540
Hilos,Dartboard,886735095,12,4,1.1103
Hilos,Dartboard,1330102642,12,4,1.7064
Hilos,Dartboard,175157550,12,5,0.2434
Hilos,Dartboard,262736325,12,5,0.3507
Hilos,Dartboard,394104487,12,5,0.5183
Hilos,Dartboard,591156730,12,5,0.7432
Hilos,Dartboard,886735095,12,5,1.1182
Hilos,Dartboard,1330102642,12,5,1.6960
Hilos,Dartboard,175157550,12,6,0.2417
Hilos,Dartboard,262736325,12,6,0.3528
Hilos,Dartboard,394104487,12,6,0.5183
Hilos,Dartboard,591156730,12,6,0.7613
Hilos,Dartboard,886735095,12,6,1.1410
Hilos,Dartboard,1330102642,12,6,1.6836
Hilos,Dartboard,175157550,12,7,0.2776
Hilos,Dartboard,262736325,12,7,0.3599
Hilos,Dartboard,394104487,12,7,0.5112
Hilos,Dartboard,591156730,12,7,0.7588
Hilos,Dartboard,886735095,12,7,1.1173
Hilos,Dartboard,1330102642,12,7,1.6538
Hilos,Dartboard,175157550,12,8,0.2555
Hilos,Dartboard,262736325,12,8,0.3511
Hilos,Dartboard,394104487,12,8,0.5055
Hilos,Dartboard,591156730,12,8,0.7441
Hilos,Dartboard,886735095,12,8,1.1016
Hilos,Dartboard,1330102642,12,8,1.6476
Hilos,Dartboard,175157550,12,9,0.2425
Hilos,Dartboard,262736325,12,9,0.3527
Hilos,Dartboard,394104487,12,9,0.5070
Hilos,Dartboard,591156730,12,9,0.7756
Hilos,Dartboard,886735095,12,9,1.1166
Hilos,Dartboard,1330102642,12,9,1.6570
Hilos,Dartboard,175157550,12,10,0.2551
Hilos,Dartboard,262736325,12,10,0.3593
Hilos,Dartboard,394104487,12,10,0.5300
Hilos,Dartboard,591156730,12,10,0.7858
Hilos,Dartboard,886735095,12,10,1.1107
Hilos,Dartboard,1330102642,12,10,1.6532
