iteracion,911,1229,1658,2039,3023,4081
0,0.183974,0.424278,1.035621,1.926327,6.282873,15.418962
1,0.172675,0.427656,1.041787,1.987164,6.286105,15.485761
2,0.175975,0.431481,1.041076,1.932046,6.265043,15.407973
3,0.206942,0.431071,1.04394,1.934974,6.284638,15.627982
4,0.174981,0.427737,1.042695,1.930586,6.314902,15.394619
5,0.175835,0.431023,1.045006,1.929814,6.265304,16.568774
6,0.251172,0.434387,1.041616,1.925863,6.389865,15.434874
7,0.173981,0.431762,1.044034,1.93265,6.240951,15.448484
8,0.173447,0.431729,1.037936,1.931983,6.26599,15.689189
9,0.17666,0.432096,1.042673,1.936541,6.253723,15.610128
