iteracion,911,1229,1658,2039,3023,4081
0,0.255363,0.662036,1.997084,3.674828,10.776246,27.080632
1,0.270703,0.820913,2.523049,3.426526,10.834045,27.088219
2,0.286651,0.669801,1.833545,3.293122,11.245324,27.920618
3,0.279283,0.659658,2.049663,4.089563,11.329251,29.069155
4,0.269494,0.711568,1.809215,3.453775,11.31632,28.376503
5,0.277471,0.773357,1.938883,3.701084,11.497509,30.830485
6,0.331792,0.774814,2.012179,3.415249,12.861203,27.454667
7,0.264021,0.768227,1.8013,3.613286,11.517913,27.351341
8,0.278388,0.705835,3.071758,3.929255,11.585698,28.503046
9,0.279364,0.653321,1.881068,3.363056,10.977904,26.874238
