iteracion,911,1229,1658,2039,3023,4081
0,0.130919,0.459359,1.547586,2.873731,9.32859,22.943493
1,0.15207,0.647591,1.548252,2.873615,9.356712,22.976064
2,0.254381,0.637435,1.547977,2.865191,9.453059,22.943252
3,0.252495,0.633048,1.549036,2.870604,9.33395,23.494138
4,0.255073,0.573074,1.542867,2.722799,9.330991,22.985608
5,0.254084,0.479646,1.546567,2.216237,9.327819,22.93968
6,0.252926,0.437439,1.543991,2.875617,9.352974,22.938436
7,0.253725,0.63336,1.550028,2.876774,9.325696,23.36318
8,0.135731,0.6317,1.549159,2.869951,9.343784,23.040859
9,0.254265,0.631688,1.545923,2.871887,9.365569,22.959328
