N,num_threads,pi_est,real_time
100000,2,3.142430670,0.005434036
200000,2,3.144233868,0.006262064
300000,2,3.140489812,0.010004997
100000,2,3.142430670,0.004658937
200000,2,3.144233868,0.006738186
300000,2,3.140489812,0.009713888
100000,2,3.142430670,0.003111124
200000,2,3.144233868,0.008305073
300000,2,3.140489812,0.010707140
