matrix_size,threads,real_time_sec,user_time_sec,system_time_sec,total_cpu_time_sec,memory_used_mb,performance_gops,elements_per_second_million
675,8.0,0.0148521262,0.0935946,0.0005789,0.0941735,9.0,46.1405806,34.2035437
911,8.0,0.028754912700000003,0.1971136,0.00043420000000000004,0.1975478,11.0,53.549873000000005,29.4068495
1229,8.0,0.0515059155,0.3552012,0.0007353,0.3559365,18.9,73.78414000000001,30.030174900000002
1658,8.0,0.10662981769999999,0.7196484,0.0002859,0.7199343,33.0,85.9685278,25.933191
2239,8.0,0.38907188919999997,2.9529647999999997,0.0058091,2.9587738999999997,59.0,58.423999300000006,13.049810099999998
3023,8.0,0.9080267212,7.172518200000001,0.0052184,7.1777366,106.0,60.995372999999994,10.090218799999999
4081,8.0,2.4651585269000003,19.2977226,0.0194147,19.317137300000002,192.0,55.4726283,6.7972832
