matrix_size,real_time_sec,user_time_sec,system_time_sec,total_cpu_time_sec,memory_used_mb,performance_gops,elements_per_second_million
675,0.025276896,0.0246338,0.00021449999999999998,0.0248483,13.0,24.336508000000002,18.0404063
911,0.0914881723,0.09041010000000001,3.6500000000000006e-05,0.0904466,13.0,16.6359599,9.135617700000001
1229,0.37257328489999997,0.36580500000000005,0.0001446,0.3659496,19.0,10.006446100000002,4.0726277
1658,0.9351201371,0.9197312,0.0003424,0.9200735999999999,33.0,9.7739841,2.9484113
2239,2.5431828864,2.4838465,0.001901,2.4857475,59.0,8.890557900000001,1.9858293
3023,7.295578862099999,7.1623232,0.003105,7.165428199999999,106.0,7.6350916,1.2630424
4081,13.523563422699999,13.3059209,0.0096664,13.315587299999999,192.0,10.0505413,1.231533
