,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700,175157550,262736325,394104487,591156730,886735095,1330102642
iter1,0.002444843,0.003421361,0.008597845,0.007562587,0.014612538,0.01752939,0.034918094,0.041503291,0.060564314,0.091580213,0.136610162,0.20279091,0.300391887,0.448623066,0.67586761,0.825312492,1.244463085,1.874749123,2.809594551,4.235457586,6.329210184
iter2,0.002827733,0.003948313,0.009560998,0.008219294,0.015472607,0.020961491,0.030521518,0.043386476,0.067169389,0.090313007,0.136116343,0.201759508,0.302077239,0.447059492,0.682214518,0.836673039,1.255748228,1.878635699,2.824167125,4.233693528,6.362453876
iter3,0.003022891,0.003761351,0.005125279,0.009001155,0.014278519,0.020064422,0.030244216,0.04431288,0.063785087,0.094361318,0.138318829,0.20408197,0.301866672,0.45007566,0.666793717,0.83810944,1.259146259,1.888148388,2.827181973,4.240016274,6.3609547
iter4,0.002958379,0.005936837,0.008343357,0.007307707,0.013004081,0.019173765,0.033497119,0.049115942,0.065076579,0.094002632,0.138289393,0.204218848,0.302584203,0.446090727,0.670104539,0.840909389,1.259779072,1.889470938,2.825816158,4.24237714,6.354639387
iter5,0.00279436,0.005072028,0.006812605,0.007947932,0.011630315,0.026420587,0.028966972,0.041444491,0.062827043,0.093092238,0.139001013,0.205816055,0.301626921,0.442958872,0.670098057,0.839370736,1.259611857,1.887715825,2.834497754,4.236624213,6.379489727
iter6,0.002950274,0.004030748,0.008001854,0.008681413,0.015748467,0.020709205,0.029394345,0.044357955,0.064639866,0.089579586,0.135018946,0.205722568,0.300813179,0.451084768,0.673648591,0.839854152,1.262488562,1.887325613,2.830477992,4.241540496,6.355571605
iter7,0.002813075,0.007828247,0.005806801,0.008730856,0.016180761,0.018452928,0.030314788,0.044876841,0.064234824,0.093607068,0.134233758,0.201305112,0.304675079,0.451931953,0.673166923,0.840028907,1.258609533,1.889282648,2.829206099,4.239217851,6.372450309
iter8,0.002776156,0.006370553,0.005543346,0.014223486,0.011768936,0.019647236,0.028372021,0.04288922,0.064539447,0.092785421,0.138143127,0.201599135,0.30955756,0.450891032,0.672133426,0.841734409,1.260917023,1.887040791,2.839504514,4.249078837,6.354729873
iter9,0.00289467,0.004086142,0.011320511,0.011623812,0.013442707,0.01810305,0.028895366,0.045916539,0.083094878,0.092050126,0.13600378,0.202725385,0.303705162,0.450643136,0.671779741,0.845584149,1.260726768,1.891724871,2.823091337,4.256833642,6.358742488
iter10,0.002933402,0.004346773,0.008591214,0.008348636,0.014362508,0.019472267,0.034186837,0.043408187,0.063548862,0.092521745,0.135757747,0.204053075,0.302619939,0.452586253,0.675626272,0.839529022,1.258370098,1.891211369,2.829226607,4.24422062,6.368338117
