N,num_threads,pi_est,real_time
100000,12,3.138520000,0.002319098
200000,12,3.141280000,0.002175093
300000,12,3.137746667,0.002598047
100000,12,3.147200000,0.002972841
200000,12,3.147240000,0.002513885
300000,12,3.146906667,0.002336025
100000,12,3.146720000,0.002067089
200000,12,3.147240000,0.002351046
300000,12,3.146906667,0.002176046
