N,num_procesos,pi_est,real_time
394104487,12,3.141642247,0.530944001
591156730,12,3.141542859,0.784229951
886735095,12,3.141566338,1.100488053
1330102642,12,3.141585429,1.623921122
175157550,12,3.141582255,0.245710246
262736325,12,3.141438049,0.347767855
394104487,12,3.141553732,0.523539242
591156730,12,3.141572211,0.754118882
886735095,12,3.141607126,1.124625031
1330102642,12,3.141580434,1.635650523
175157550,12,3.141422604,0.243469261
262736325,12,3.141603158,0.343947215
394104487,12,3.141560735,0.510331422
591156730,12,3.141517302,0.736329198
886735095,12,3.141621805,1.107686613
1330102642,12,3.141608603,1.638618490
175157550,12,3.141616258,0.239832657
262736325,12,3.141622919,0.346835694
394104487,12,3.141556442,0.506604440
591156730,12,3.141607599,0.747459299
886735095,12,3.141546441,1.102236308
1330102642,12,3.141590689,1.650025446
175157550,12,3.141462682,0.249446395
262736325,12,3.141467889,0.341477913
394104487,12,3.141503674,0.511559257
591156730,12,3.141603262,0.757258077
886735095,12,3.141589222,1.110614977
1330102642,12,3.141560887,1.673050150
175157550,12,3.141705230,0.242830271
262736325,12,3.141578799,0.349528593
394104487,12,3.141580821,0.503974398
591156730,12,3.141621416,0.743150219
886735095,12,3.141550789,1.133914020
1330102642,12,3.141576374,1.651860744
175157550,12,3.141342379,0.248808388
262736325,12,3.141525970,0.349864840
394104487,12,3.141642115,0.514904990
591156730,12,3.141544834,0.753860781
886735095,12,3.141581743,1.102491043
1330102642,12,3.141595077,1.653920958
175157550,12,3.141609544,0.242036571
262736325,12,3.141579514,0.352031457
394104487,12,3.141559670,0.500653725
591156730,12,3.141577996,0.741411847
886735095,12,3.141586439,1.108598577
1330102642,12,3.141591642,1.651247157
