matrix_size,threads,real_time_sec,user_time_sec,system_time_sec,total_cpu_time_sec,memory_used_mb,performance_gops,elements_per_second_million
400000,4.0,0.0016956328,0.0055493,8.07e-05,0.00563,2.0,0.2362603,236.2602978
600000,4.0,0.0027369242,0.009598800000000001,0.0001109,0.0097097,2.0,0.2214698,221.46981350000001
900000,4.0,0.0078491874,0.022331700000000003,0.00040730000000000003,0.022739000000000002,2.0,0.1176767,117.6767419
1350000,4.0,0.006849329900000001,0.0231157,0.0002476,0.0233633,2.0,0.21204510000000001,212.04511899999997
2025000,4.0,0.0123939402,0.043546600000000005,0.0003189,0.0438655,2.0,0.16671750000000002,166.71749459999998
3037500,4.0,0.0179165004,0.0655432,0.000445,0.0659882,2.0,0.17189290000000002,171.8928495
4556250,4.0,0.0243982613,0.0920631,0.0005271,0.0925902,2.0,0.1893472,189.3472429
6834375,4.0,0.0345809792,0.1341318,0.000527,0.13465880000000002,2.0,0.19847350000000002,198.4734253
10251562,4.0,0.0492241223,0.1932005,0.0007603999999999999,0.19396090000000002,2.0,0.2087325,208.7325022
15377343,4.0,0.06770247110000001,0.2686769,0.000281,0.2689579,2.0,0.227229,227.22888590000002
23066015,4.0,0.0994815052,0.3937173,0.0014110000000000001,0.3951283,2.0,0.23197869999999998,231.97872990000002
34599022,4.0,0.1482401906,0.5887876999999999,0.0019717,0.5907593999999999,2.0,0.23350369999999998,233.5035222
51898533,4.0,0.2185946284,0.8694367,0.0008423,0.870279,2.0,0.2374755,237.4754975
77847800,4.0,0.3283745567,1.2948911,0.0040054,1.2988965000000001,2.0,0.237216,237.2159254
116771700,4.0,0.4899859341,1.9222274,0.0075067,1.9297341,2.0,0.2384545,238.4544195
175157550,4.0,0.7376489029,2.8933431,0.0075945,2.9009376,2.0,0.23769469999999998,237.6946113
262736325,4.0,1.092534281,4.2880772,0.011551,4.2996282,2.0,0.24056320000000003,240.56318919999998
394104487,4.0,1.6434410758999998,6.4319643,0.010807899999999999,6.4427722,2.0,0.2399304,239.9305106
591156730,4.0,2.4344327241999997,9.5839801,0.0236624,9.6076425,2.0,0.24290089999999998,242.90086449999998
886735095,4.0,3.6519102415,14.3273726,0.041563,14.3689356,2.0,0.24288630000000003,242.88625689999998
1330102642,4.0,5.4547884106,21.4425119,0.05866400000000001,21.5011759,2.0,0.2439375,243.93768310000002
