matrix_size,threads,real_time_sec,user_time_sec,system_time_sec,total_cpu_time_sec,memory_used_mb,performance_gops,elements_per_second_million
400000,2.0,0.0019319549000000001,0.0031812,0.0001365,0.0033177,1.0,0.2108365,210.8367467
600000,2.0,0.0028368563,0.0045873,0.00034750000000000004,0.0049348000000000005,1.0,0.21478199999999997,214.7820685
900000,2.0,0.006844469000000001,0.010417,0.00022399999999999997,0.010641000000000001,1.0,0.1418943,141.8942979
1350000,2.0,0.0058921984,0.0108413,0.00025929999999999996,0.011100599999999999,1.0,0.2319018,231.9019414
2025000,2.0,0.0099010446,0.0184117,0.0004566,0.0188683,1.0,0.2080241,208.0241787
3037500,2.0,0.016375552699999997,0.031007799999999995,0.0002425,0.031250299999999995,1.0,0.1892125,189.2127058
4556250,2.0,0.022983627,0.0447686,0.0001921,0.0449607,1.0,0.199656,199.6560365
6834375,2.0,0.0322655884,0.0632731,0.0004216,0.06369469999999999,1.0,0.212318,212.3178844
10251562,2.0,0.0472264657,0.0937929,0.0001452,0.0939381,1.0,0.2179087,217.9086626
15377343,2.0,0.06714395320000001,0.1331733,0.00043230000000000005,0.1336056,1.0,0.22941060000000002,229.41063309999998
23066015,2.0,0.0973098693,0.193823,9.94e-05,0.1939224,1.0,0.23721920000000002,237.21901680000002
34599022,2.0,0.144981166,0.28880720000000004,0.0003224,0.2891296,1.0,0.23896,238.9599909
51898533,2.0,0.2134785596,0.42602149999999994,0.0002283,0.4262498,1.0,0.243165,243.16501480000002
77847800,2.0,0.3173103907,0.6337998,0.0001392,0.633939,1.0,0.24541590000000002,245.41579430000002
116771700,2.0,0.47531877070000006,0.9498966,8.060000000000001e-05,0.9499772,1.0,0.2457139,245.7138541
175157550,2.0,0.7101958187,1.4192709000000001,0.00015549999999999999,1.4194264,1.0,0.2466991,246.6991155
262736325,2.0,1.0651795591,2.1238797,0.0002834,2.1241631,1.0,0.2467302,246.7301815
394104487,2.0,1.5918232726,3.1813019000000002,0.00024150000000000002,3.1815434,1.0,0.247649,247.64886270000002
591156730,2.0,2.3870865122,4.7685411,0.00016800000000000002,4.768709100000001,1.0,0.24771269999999998,247.71270249999998
886735095,2.0,3.5717168962000003,7.1404251,0.00022339999999999998,7.1406485,1.0,0.2483026,248.3025043
1330102642,2.0,5.362137875,10.7166777,0.0002356,10.7169133,1.0,0.2480887,248.0887154
