,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700
iter1,0.001430754,0.001599291,0.00457863,0.003496703,0.005162669,0.005302012,0.015130995,0.015107901,0.023698634,0.037792917,0.062477347,0.066620506,0.104569016,0.140114111,0.190360563
iter2,0.001565597,0.001911969,0.004438165,0.004958655,0.005232119,0.005310557,0.017579484,0.01541046,0.027717169,0.038375765,0.051835072,0.075682646,0.096689373,0.138013818,0.196626839
iter3,0.001617355,0.00185427,0.0032931,0.004952002,0.005298906,0.004949758,0.010642274,0.017780934,0.025992603,0.037994126,0.057605495,0.072673772,0.098097323,0.145004658,0.197801161
iter4,0.001542043,0.001670936,0.003752153,0.003353102,0.008117622,0.005092918,0.018043227,0.011966788,0.028604119,0.037521606,0.055492588,0.06962905,0.096558336,0.137982458,0.192556257
iter5,0.0017475,0.001754282,0.002134809,0.003988719,0.004869928,0.006371534,0.009575997,0.016787393,0.026276216,0.040358537,0.056919133,0.071848398,0.100514322,0.133056485,0.198351886
iter6,0.001549156,0.001632654,0.002937801,0.004089068,0.005252137,0.008902259,0.012273786,0.020780229,0.021831339,0.036543796,0.054008463,0.07569046,0.102987689,0.142793165,0.190801051
iter7,0.001604691,0.001802764,0.003376997,0.004487498,0.005331236,0.017886713,0.010887156,0.014503454,0.026964713,0.048614689,0.055571125,0.082630495,0.097648418,0.13073789,0.190684543
iter8,0.001610242,0.001962144,0.003164196,0.004246283,0.005320155,0.006864883,0.017206191,0.01289232,0.027273293,0.037058334,0.052995186,0.073679905,0.092423401,0.133084608,0.187865215
iter9,0.001910797,0.002098681,0.005589543,0.004867533,0.005579724,0.013515965,0.010213928,0.019379453,0.025131221,0.034422883,0.054144429,0.073861417,0.09550358,0.137085971,0.191357589
iter10,0.001784319,0.00189097,0.004266091,0.005624298,0.005192405,0.007984552,0.014623419,0.015044061,0.024680392,0.039109836,0.053691858,0.084436685,0.095600252,0.134682155,0.193691143
