,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700,175157550,262736325,394104487,591156730,886735095,1330102642
iter1,0.000917312,0.007340781,0.012131785,0.008132647,0.016982922,0.01667769,0.011915059,0.02393293,0.026243988,0.036463734,0.046038529,0.061667208,0.085519907,0.122756011,0.186354424,0.266623545,0.387512187,0.577464102,0.855251115,1.276242036,1.913056988
iter2,0.000801404,0.012551453,0.009969405,0.008316573,0.011618051,0.01277893,0.00816111,0.022704863,0.02657053,0.051813898,0.058674136,0.070601647,0.091209894,0.123497175,0.181864877,0.26358741,0.39501483,0.581672551,0.862670426,1.283084151,1.898641454
iter3,0.000975471,0.003202972,0.008589805,0.015963116,0.008117348,0.004214702,0.018198011,0.01665772,0.02269305,0.035259549,0.048580396,0.063695449,0.088133424,0.125805222,0.1814994,0.264054513,0.399808288,0.57937098,0.874622036,1.272550129,1.903890427
iter4,0.000997993,0.00746346,0.010262565,0.007696788,0.015988443,0.010129655,0.00795883,0.025801623,0.024741343,0.034421604,0.044454958,0.061953135,0.091689434,0.126147066,0.184126873,0.261466922,0.38382286,0.5951611,0.859121293,1.278641587,1.912893307
iter5,0.000931819,0.001161921,0.009080836,0.013927523,0.016295488,0.009703374,0.010568297,0.021803928,0.028795602,0.040482649,0.045358742,0.064087388,0.086570181,0.124882877,0.180450202,0.278405624,0.389297296,0.575212383,0.862933885,1.284373399,1.921346655
iter6,0.000992173,0.012005375,0.012382623,0.024185467,0.014891472,0.011023612,0.01506592,0.024941316,0.028669043,0.039714927,0.053937072,0.072054088,0.09036564,0.130112297,0.184467594,0.267817245,0.388470844,0.593171553,0.869975978,1.291699002,1.927089805
iter7,0.00093228,0.001104944,0.01280775,0.003140084,0.008141863,0.005547914,0.006768043,0.029550466,0.034298348,0.046032683,0.048925763,0.061089775,0.087815599,0.126111781,0.175744481,0.260826278,0.387745653,0.574141885,0.861325116,1.282459024,1.912838609
iter8,0.000926629,0.007345687,0.011654595,0.007674084,0.002930551,0.018223574,0.016055996,0.017741489,0.01504558,0.044671084,0.048006766,0.060515033,0.086586699,0.121913084,0.188204909,0.260204359,0.391701798,0.576265212,0.856911428,1.284515679,1.922193212
iter9,0.000882536,0.012306117,0.007860844,0.011682547,0.00851419,0.017288188,0.018245675,0.026061194,0.021848658,0.036796133,0.055049732,0.067747785,0.086427285,0.124334002,0.183093798,0.269553503,0.424501229,0.592648582,0.878906208,1.296314048,1.921647721
iter10,0.000840127,0.008720697,0.010882344,0.01125294,0.012729602,0.015263507,0.02196783,0.019885772,0.032235972,0.041779334,0.049695701,0.065630818,0.090515193,0.129757214,0.181042939,0.268079502,0.398870965,0.585131264,0.867013294,1.285146303,1.932091257
