modo,algoritmo,tamaño,workers,iteracion,tiempo
OpenMP,Needles,400000,8,4,0.0035
OpenMP,Needles,600000,8,4,0.0053
OpenMP,Needles,900000,8,4,0.0148
OpenMP,Needles,1350000,8,4,0.0061
OpenMP,Needles,2025000,8,4,0.0086
OpenMP,Needles,3037500,8,4,0.0284
OpenMP,Needles,4556250,8,4,0.0279
OpenMP,Needles,6834375,8,4,0.0421
OpenMP,Needles,10251562,8,4,0.0469
OpenMP,Needles,15377343,8,4,0.0650
OpenMP,Needles,23066015,8,4,0.0862
OpenMP,Needles,34599022,8,4,0.1318
OpenMP,Needles,51898533,8,4,0.1730
OpenMP,Needles,77847800,8,4,0.2617
OpenMP,Needles,116771700,8,4,0.3778
OpenMP,Needles,175157550,8,4,0.5198
OpenMP,Needles,262736325,8,4,0.8611
OpenMP,Needles,394104487,8,4,1.1908
OpenMP,Needles,591156730,8,4,1.7509
OpenMP,Needles,886735095,8,4,2.6645
OpenMP,Needles,1330102642,8,4,3.9826
OpenMP,Needles,400000,8,5,0.0032
OpenMP,Needles,600000,8,5,0.0037
OpenMP,Needles,900000,8,5,0.0091
OpenMP,Needles,1350000,8,5,0.0077
OpenMP,Needles,2025000,8,5,0.0084
OpenMP,Needles,3037500,8,5,0.0242
OpenMP,Needles,4556250,8,5,0.0181
OpenMP,Needles,6834375,8,5,0.0317
OpenMP,Needles,10251562,8,5,0.0538
OpenMP,Needles,15377343,8,5,0.0612
OpenMP,Needles,23066015,8,5,0.0899
OpenMP,Needles,34599022,8,5,0.1287
OpenMP,Needles,51898533,8,5,0.1861
OpenMP,Needles,77847800,8,5,0.2683
OpenMP,Needles,116771700,8,5,0.3674
OpenMP,Needles,175157550,8,5,0.5589
OpenMP,Needles,262736325,8,5,0.8304
OpenMP,Needles,394104487,8,5,1.2496
OpenMP,Needles,591156730,8,5,1.8971
OpenMP,Needles,886735095,8,5,2.7155
OpenMP,Needles,1330102642,8,5,4.1066
OpenMP,Needles,400000,8,6,0.0034
OpenMP,Needles,600000,8,6,0.0035
OpenMP,Needles,900000,8,6,0.0159
OpenMP,Needles,1350000,8,6,0.0074
OpenMP,Needles,2025000,8,6,0.0156
OpenMP,Needles,3037500,8,6,0.0167
OpenMP,Needles,4556250,8,6,0.0262
OpenMP,Needles,6834375,8,6,0.0359
