modo,algoritmo,tamaño,workers,iteracion,tiempo
OpenMP,Dartboard,77847800,4,3,0.1898
OpenMP,Dartboard,116771700,4,3,0.2756
OpenMP,Dartboard,175157550,4,3,0.4267
OpenMP,Dartboard,262736325,4,3,0.6144
OpenMP,Dartboard,394104487,4,3,0.9160
OpenMP,Dartboard,591156730,4,3,1.3741
OpenMP,Dartboard,886735095,4,3,2.0581
OpenMP,Dartboard,1330102642,4,3,3.0780
OpenMP,Dartboard,400000,4,4,0.0029
OpenMP,Dartboard,600000,4,4,0.0031
OpenMP,Dartboard,900000,4,4,0.0083
OpenMP,Dartboard,1350000,4,4,0.0046
OpenMP,Dartboard,2025000,4,4,0.0071
OpenMP,Dartboard,3037500,4,4,0.0127
OpenMP,Dartboard,4556250,4,4,0.0229
OpenMP,Dartboard,6834375,4,4,0.0283
OpenMP,Dartboard,10251562,4,4,0.0287
OpenMP,Dartboard,15377343,4,4,0.0415
OpenMP,Dartboard,23066015,4,4,0.0597
OpenMP,Dartboard,34599022,4,4,0.0867
OpenMP,Dartboard,51898533,4,4,0.1266
OpenMP,Dartboard,77847800,4,4,0.1845
OpenMP,Dartboard,116771700,4,4,0.2769
OpenMP,Dartboard,175157550,4,4,0.4119
OpenMP,Dartboard,262736325,4,4,0.6107
OpenMP,Dartboard,394104487,4,4,0.9169
OpenMP,Dartboard,591156730,4,4,1.3709
OpenMP,Dartboard,886735095,4,4,2.0642
OpenMP,Dartboard,1330102642,4,4,3.0698
OpenMP,Dartboard,400000,4,5,0.0029
OpenMP,Dartboard,600000,4,5,0.0032
OpenMP,Dartboard,900000,4,5,0.0108
OpenMP,Dartboard,1350000,4,5,0.0049
OpenMP,Dartboard,2025000,4,5,0.0058
OpenMP,Dartboard,3037500,4,5,0.0087
OpenMP,Dartboard,4556250,4,5,0.0155
OpenMP,Dartboard,6834375,4,5,0.0260
OpenMP,Dartboard,10251562,4,5,0.0293
OpenMP,Dartboard,15377343,4,5,0.0411
OpenMP,Dartboard,23066015,4,5,0.0582
OpenMP,Dartboard,34599022,4,5,0.0860
OpenMP,Dartboard,51898533,4,5,0.1261
OpenMP,Dartboard,77847800,4,5,0.1854
OpenMP,Dartboard,116771700,4,5,0.2748
OpenMP,Dartboard,175157550,4,5,0.4103
OpenMP,Dartboard,262736325,4,5,0.6133
OpenMP,Dartboard,394104487,4,5,0.9164
OpenMP,Dartboard,591156730,4,5,1.3671
OpenMP,Dartboard,886735095,4,5,2.0456
OpenMP,Dartboard,1330102642,4,5,3.0702
OpenMP,Dartboard,400000,4,6,0.0028
OpenMP,Dartboard,600000,4,6,0.0029
