N,num_procesos,pi_est,real_time
400000,4,3.138690000,0.001569284
600000,4,3.141713333,0.003041937
900000,4,3.141831111,0.005419523
1350000,4,3.141611852,0.004316096
2025000,4,3.141056790,0.006312053
3037500,4,3.142181399,0.013116843
4556250,4,3.140872051,0.020353797
6834375,4,3.142537164,0.022343563
10251562,4,3.142508262,0.034159076
15377343,4,3.141440847,0.052386170
23066015,4,3.141480721,0.076701726
34599022,4,3.141875579,0.111997572
51898533,4,3.141701349,0.163798229
77847800,4,3.141389121,0.249060801
116771700,4,3.141435810,0.369496789
400000,4,3.140300000,0.001744614
600000,4,3.141386667,0.002254795
900000,4,3.143582222,0.006252711
1350000,4,3.139801481,0.004761985
2025000,4,3.142032593,0.006893467
3037500,4,3.142222222,0.014620033
4556250,4,3.141663053,0.015678656
6834375,4,3.141728311,0.026344925
10251562,4,3.142326046,0.043045626
15377343,4,3.141112052,0.051460968
23066015,4,3.141097646,0.078010439
34599022,4,3.141698233,0.111768240
51898533,4,3.141850640,0.176596633
77847800,4,3.141873656,0.248712866
116771700,4,3.141649903,0.369867126
400000,4,3.140610000,0.001860983
600000,4,3.140773333,0.003391995
900000,4,3.143071111,0.006765135
1350000,4,3.141090370,0.004712201
2025000,4,3.142569877,0.008149472
3037500,4,3.141654650,0.011079207
4556250,4,3.141499760,0.017643375
6834375,4,3.141059339,0.023807169
10251562,4,3.141984244,0.037891443
15377343,4,3.141937422,0.055485465
23066015,4,3.141015968,0.078015538
34599022,4,3.141216832,0.113558500
51898533,4,3.141342418,0.170293908
77847800,4,3.141997436,0.253920971
116771700,4,3.141699162,0.369364750
400000,4,3.143010000,0.001922128
600000,4,3.141753333,0.002205282
900000,4,3.142333333,0.006321310
1350000,4,3.143703704,0.006431087
2025000,4,3.141821235,0.006903947
3037500,4,3.142547490,0.015669349
4556250,4,3.142050213,0.015999299
6834375,4,3.142377968,0.024900537
10251562,4,3.141304933,0.035162265
15377343,4,3.141161215,0.058926432
23066015,4,3.141358463,0.077335729
34599022,4,3.141624705,0.110143651
51898533,4,3.141820582,0.164636858
77847800,4,3.141495585,0.250689817
116771700,4,3.141773666,0.368814975
400000,4,3.143550000,0.001761496
600000,4,3.141626667,0.003014505
900000,4,3.143235556,0.005993734
1350000,4,3.141605926,0.004928068
2025000,4,3.143365926,0.008038643
3037500,4,3.141354403,0.015035795
4556250,4,3.141569994,0.016241014
6834375,4,3.142164342,0.024050587
10251562,4,3.142046284,0.037761949
15377343,4,3.142387955,0.053749717
23066015,4,3.141286149,0.077354043
34599022,4,3.141982634,0.111945443
51898533,4,3.141308891,0.169120869
77847800,4,3.141567212,0.249889341
116771700,4,3.141634146,0.371390123
400000,4,3.141990000,0.001768780
600000,4,3.142386667,0.002192056
900000,4,3.143315556,0.006654107
1350000,4,3.140376296,0.005444790
2025000,4,3.140778272,0.006962637
3037500,4,3.141345185,0.013100392
4556250,4,3.140866783,0.018069497
6834375,4,3.141896285,0.022721495
10251562,4,3.141708774,0.038979812
15377343,4,3.141569088,0.052912291
23066015,4,3.142063396,0.078042649
34599022,4,3.142115702,0.117896757
51898533,4,3.141833068,0.168702882
77847800,4,3.141708051,0.248866515
116771700,4,3.141418923,0.371217497
400000,4,3.142610000,0.001718986
600000,4,3.141920000,0.003160019
900000,4,3.139804444,0.006219348
1350000,4,3.140394074,0.004922798
2025000,4,3.140924444,0.006825469
3037500,4,3.141151605,0.009168510
4556250,4,3.142133615,0.020711420
6834375,4,3.142258572,0.023764658
10251562,4,3.141208948,0.037049257
15377343,4,3.141743891,0.053520595
23066015,4,3.141583036,0.077424435
34599022,4,3.141584935,0.116514114
51898533,4,3.141574024,0.166660026
77847800,4,3.141571220,0.251247127
116771700,4,3.141559333,0.370951607
400000,4,3.138800000,0.001927609
600000,4,3.147380000,0.003270427
900000,4,3.138697778,0.006806173
1350000,4,3.139170370,0.004791229
2025000,4,3.140965926,0.007920300
3037500,4,3.140011193,0.010882036
4556250,4,3.139572736,0.018704112
6834375,4,3.141469619,0.023713652
10251562,4,3.141903866,0.036538816
15377343,4,3.141325873,0.051950780
23066015,4,3.141613557,0.076064346
34599022,4,3.141358570,0.111757079
51898533,4,3.141694644,0.168116900
77847800,4,3.141811535,0.247790359
116771700,4,3.141741775,0.372376098
400000,4,3.137660000,0.001876783
600000,4,3.139706667,0.002390680
900000,4,3.142200000,0.006606396
1350000,4,3.141685926,0.005618407
2025000,4,3.140960000,0.007141404
3037500,4,3.141224033,0.013235136
4556250,4,3.142662120,0.016681664
6834375,4,3.140605750,0.022855246
10251562,4,3.141940544,0.035415151
15377343,4,3.141748833,0.055880498
23066015,4,3.141664541,0.079310225
34599022,4,3.141751529,0.113896466
51898533,4,3.141410320,0.169157217
77847800,4,3.141583346,0.252986471
116771700,4,3.141496407,0.371123249
400000,4,3.138720000,0.001752249
600000,4,3.145266667,0.002180765
900000,4,3.142617778,0.005348960
1350000,4,3.140871111,0.004863967
2025000,4,3.141232593,0.006890813
3037500,4,3.142159012,0.013904515
4556250,4,3.139228593,0.015335099
6834375,4,3.141636422,0.031621800
10251562,4,3.141540214,0.035619917
15377343,4,3.141794875,0.051480024
23066015,4,3.141579741,0.076087348
34599022,4,3.141604358,0.112940747
51898533,4,3.141313053,0.169279598
77847800,4,3.141575330,0.250556436
116771700,4,3.141489008,0.373496487
