,400000,600000,900000,1350000,2025000,3037500,4556250,6834375,10251562,15377343,23066015,34599022,51898533,77847800,116771700
iter1,0.001987121,0.004246695,0.007231624,0.005707845,0.005558213,0.019075871,0.015750691,0.037095683,0.043806637,0.055387948,0.080112684,0.110327053,0.152916778,0.221538861,0.332968729
iter2,0.002118769,0.003114744,0.006296133,0.00540759,0.015160921,0.016560265,0.023009396,0.027890765,0.040713444,0.058585929,0.079495422,0.114880495,0.157175646,0.226599207,0.382775761
iter3,0.001940162,0.002741951,0.004746796,0.006505907,0.00572123,0.013095353,0.022179383,0.035227777,0.048601803,0.067220694,0.085176556,0.108718534,0.155212169,0.219001824,0.326910914
iter4,0.002003021,0.002799501,0.005447815,0.006272177,0.008462521,0.01421488,0.017182406,0.034207977,0.040177374,0.057631292,0.084831226,0.109697717,0.161920658,0.22892276,0.332777408
iter5,0.002131293,0.004705268,0.005376813,0.005890569,0.00785112,0.018592401,0.018285282,0.03525588,0.042270785,0.058465181,0.081562182,0.112454457,0.157006276,0.224062772,0.32313143
iter6,0.002269252,0.003866539,0.005131861,0.007365736,0.011417724,0.013067991,0.023454964,0.030475049,0.047331953,0.05784813,0.07333295,0.112661236,0.155372832,0.228101364,0.319854711
iter7,0.002122145,0.004710537,0.006382425,0.006461033,0.012499671,0.012302821,0.021766375,0.029294558,0.043546607,0.059193443,0.079945198,0.111883853,0.157494114,0.224251667,0.322342194
iter8,0.00216224,0.004091493,0.004476337,0.006222124,0.00596506,0.016782153,0.014460272,0.030781387,0.044013456,0.06369662,0.080636149,0.116723062,0.155408057,0.221548188,0.339970148
iter9,0.001928911,0.0032879,0.004690209,0.007501452,0.007085038,0.013558123,0.019597412,0.034754205,0.033421927,0.063849958,0.083004016,0.115479582,0.161027687,0.223724845,0.334804023
iter10,0.002062483,0.002892305,0.004235063,0.005218354,0.008885718,0.021383154,0.014859503,0.037932799,0.036207341,0.083683335,0.093921969,0.114812926,0.157284981,0.225876636,0.323066908
