size,threads,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,algorithm
4081,2,9.107170916,17.936936000,0.014327000,17.951263000,135917872321,14.924269,1.828730,192,openmp
4081,2,9.125132116,17.908849000,0.018710000,17.927559000,135917872321,14.894894,1.825131,192,openmp
4081,2,9.125260440,17.941740000,0.011705000,17.953445000,135917872321,14.894684,1.825105,192,openmp
4081,2,8.575807740,16.869836000,0.013731000,16.883567000,135917872321,15.848988,1.942040,192,openmp
4081,2,8.250961362,16.213439000,0.007833000,16.221272000,135917872321,16.472974,2.018499,192,openmp
4081,2,8.493512470,16.694682000,0.020547000,16.715229000,135917872321,16.002552,1.960857,192,openmp
4081,2,8.908829562,17.540996000,0.015632000,17.556628000,135917872321,15.256535,1.869444,192,openmp
4081,4,4.941878230,19.440475000,0.013554000,19.454029000,135917872321,27.503282,3.370087,192,openmp
4081,4,4.883664494,18.950651000,0.015717000,18.966368000,135917872321,27.831124,3.410259,192,openmp
4081,4,4.574341592,18.007659000,0.014816000,18.022475000,135917872321,29.713101,3.640865,192,openmp
4081,4,5.368566150,20.286440000,0.015753000,20.302193000,135917872321,25.317351,3.102236,192,openmp
4081,4,5.231753669,19.855821000,0.017512000,19.873333000,135917872321,25.979410,3.183361,192,openmp
4081,4,5.745258094,22.303310000,0.021366000,22.324676000,135917872321,23.657401,2.898836,192,openmp
4081,4,5.868334298,22.463023000,0.016425000,22.479448000,135917872321,23.161235,2.838039,192,openmp
4081,4,5.649276141,21.599669000,0.030755000,21.630424000,135917872321,24.059343,2.948088,192,openmp
4081,4,4.989020415,19.504306000,0.015097000,19.519403000,135917872321,27.243399,3.338243,192,openmp
4081,4,4.921520322,19.297521000,0.013560000,19.311081000,135917872321,27.617050,3.384028,192,openmp
4081,8,4.126494192,30.204685000,0.118105000,30.322790000,135917872321,32.937856,4.036007,192,openmp
4081,8,4.488975179,31.507952000,0.153455000,31.661407000,135917872321,30.278152,3.710103,192,openmp
4081,8,4.402200260,30.603913000,0.125478000,30.729391000,135917872321,30.874986,3.783236,192,openmp
4081,8,4.973659763,35.062794000,0.161439000,35.224233000,135917872321,27.327537,3.348553,192,openmp
4081,8,4.899975633,36.017823000,0.152070000,36.169893000,135917872321,27.738479,3.398907,192,openmp
4081,8,5.558384843,38.917276000,0.213754000,39.131030000,135917872321,24.452764,2.996295,192,openmp
4081,8,5.244457623,38.065112000,0.194065000,38.259177000,135917872321,25.916478,3.175650,192,openmp
4081,8,5.712244624,39.712879000,0.223450000,39.936329000,135917872321,23.794127,2.915590,192,openmp
4081,8,5.461679426,37.859568000,0.169994000,38.029562000,135917872321,24.885729,3.049348,192,openmp
4081,8,4.762014745,34.660391000,0.162036000,34.822427000,135917872321,28.542094,3.497377,192,openmp
4081,12,6.681893342,56.291666000,0.526757000,56.818423000,135917872321,20.341221,2.492491,192,openmp
4081,12,7.367474829,58.159171000,0.528153000,58.687324000,135917872321,18.448366,2.260552,192,openmp
4081,12,6.495369572,54.450608000,0.457689000,54.908297000,135917872321,20.925349,2.564067,192,openmp
4081,12,5.870518589,53.314828000,0.346385000,53.661213000,135917872321,23.152618,2.836983,192,openmp
4081,12,6.638566501,54.485522000,0.506676000,54.992198000,135917872321,20.473979,2.508759,192,openmp
4081,12,6.243550017,56.531906000,0.464162000,56.996068000,135917872321,21.769325,2.667483,192,openmp
