size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
2000,2,16.958661894,63.445960000,0.072904000,63.518864000,15996000000,0.943235,0.235868,45,4,hilos_optimizado
