size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
1000,1,2.954186245,8.074215000,0.041926000,8.116141000,1999000000,0.676667,0.338503,11,4,hilos_optimizado
