size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
5000,4,280.138731979,991.425608000,2.175979000,993.601587000,249975000000,0.892326,0.089241,286,4,hilos_optimizado
