size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
2000,4,17.567949928,63.605562000,0.172590000,63.778152000,15996000000,0.910522,0.227687,45,4,hilos_optimizado
