size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
1000,5,2.939757955,8.336035000,0.021233000,8.357268000,1999000000,0.679988,0.340164,11,4,hilos_optimizado
