size,iteration,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,num_threads,algorithm
5000,1,260.658223086,1009.033685000,0.515128000,1009.548813000,249975000000,0.959014,0.095911,286,5,hilos_optimizado
